,KEY_CODE,CITY_NAME,AZA_CODE,AZA_NAME,総数（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,出向・派遣従業者のみ,総数（Ａ～Ｓ全産業）,男（Ａ～Ｓ全産業）,女（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,男Ａ～Ｒ全産業（Ｓ公務を除く）,女Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,民営事業所数,うち個人,うち法人,うち会社,会社以外の法人,民営従業者数,うち個人,うち法人,うち会社,会社以外の法人
53,261010000000054.0,京都市北区,5400005400.0,上賀茂葵之森町,9,9,-,9,9,-,-,2,-,-,-,1,-,1,1,-,2,-,1,-,1,-,8,-,1,-,-,-,31,14,17,31,14,17,-,31,31,-,-,18,-,-,-,1,-,1,1,-,5,-,2,-,3,-,16,-,15,-,-,9,5,4,3,1,31,12,19,17,2
54,261010000000055.0,京都市北区,5500005500.0,上賀茂赤尾町,1,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,1,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,1,1,-,-,-
55,261010000000056.0,京都市北区,5600005600.0,上賀茂朝露ケ原町,49,49,-,49,49,-,4,2,-,-,-,10,1,9,1,8,7,1,4,1,1,-,33,8,6,2,-,-,257,152,105,257,152,105,-,257,257,-,24,3,-,-,-,55,4,18,3,74,33,1,35,4,3,-,71,61,81,44,-,49,26,23,21,2,257,110,147,141,6
56,261010000000057.0,京都市北区,5700005700.0,上賀茂畔勝町,19,19,-,19,19,-,2,-,-,-,-,10,-,1,1,3,-,-,1,-,1,-,11,5,2,1,-,-,107,51,56,107,51,56,-,107,107,-,4,-,-,-,-,59,-,1,7,32,-,-,1,-,3,-,25,34,27,21,-,19,12,7,6,1,107,54,53,50,3
57,261010000000058.0,京都市北区,5800005800.0,上賀茂荒草町,19,19,-,19,19,-,-,-,-,-,-,7,-,5,-,2,4,-,1,-,-,-,15,2,-,2,-,-,93,50,43,93,50,43,-,93,93,-,-,-,-,-,-,57,-,11,-,7,12,-,6,-,-,-,35,12,-,46,-,19,10,9,9,-,93,26,67,67,-
58,261010000000059.0,京都市北区,5900005900.0,上賀茂池殿町,10,10,-,10,10,-,-,1,-,-,-,1,-,5,-,1,-,-,2,-,-,-,7,1,1,-,1,-,81,15,66,81,15,66,-,81,81,-,-,4,-,-,-,1,-,16,-,2,-,-,58,-,-,-,13,5,10,-,53,10,7,3,2,1,81,22,59,6,53
59,261010000000060.0,京都市北区,6000006000.0,上賀茂池端町,9,9,-,9,9,-,-,-,-,-,-,3,-,-,-,4,1,-,1,-,-,-,6,2,1,-,-,-,38,11,27,38,11,27,-,38,38,-,-,-,-,-,-,11,-,-,-,21,2,-,4,-,-,-,14,14,10,-,-,9,6,2,1,1,38,25,12,8,4
60,261010000000061.0,京都市北区,6100006100.0,上賀茂石計町,4,4,-,4,4,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,2,2,-,-,-,-,19,4,15,19,4,15,-,19,19,-,-,-,-,-,-,-,-,9,10,-,-,-,-,-,-,-,5,14,-,-,-,4,1,3,3,-,19,3,16,16,-
61,261010000000062.0,京都市北区,6200006200.0,上賀茂壱町口町,12,12,-,12,12,-,-,-,-,-,-,6,-,4,-,1,-,-,-,-,1,-,9,1,-,-,1,1,59,32,27,59,32,27,-,59,59,-,-,-,-,-,-,41,-,13,-,3,-,-,-,-,2,-,22,6,-,-,31,12,1,11,10,1,59,2,57,56,1
62,261010000000063.0,京都市北区,6300006300.0,上賀茂今井河原町,28,28,-,28,28,-,2,-,-,-,-,11,-,2,1,5,5,1,1,-,-,-,16,7,5,-,-,-,133,71,62,133,71,62,-,133,133,-,6,-,-,-,-,48,-,4,5,37,30,1,2,-,-,-,32,41,60,-,-,28,15,13,13,-,133,46,87,87,-
63,261010000000064.0,京都市北区,6400006400.0,上賀茂岩ケ垣内町,77,77,-,77,77,-,2,2,-,4,-,23,3,4,2,17,10,3,4,-,3,-,34,19,11,5,7,1,839,327,512,839,327,512,-,839,839,-,9,24,-,37,-,257,30,16,31,259,54,4,109,-,9,-,74,121,140,118,386,77,23,54,49,5,839,85,754,629,125
64,261010000000065.0,京都市北区,6500006500.0,上賀茂馬ノ目町,18,18,-,18,18,-,-,2,-,-,-,-,-,1,-,2,2,-,10,-,1,-,10,2,2,3,1,-,169,60,109,169,60,109,-,169,169,-,-,4,-,-,-,-,-,2,-,12,4,-,143,-,4,-,23,12,29,72,33,18,5,13,3,10,169,9,160,14,146
65,261010000000066.0,京都市北区,6600006600.0,上賀茂梅ケ辻町,9,9,1,8,8,-,-,-,-,-,-,2,-,4,-,2,-,-,-,-,-,-,8,1,-,-,-,-,25,8,17,25,8,17,9,16,16,-,-,-,-,-,-,3,-,7,-,6,-,-,-,-,-,-,16,9,-,-,-,9,7,2,2,-,25,14,11,11,-
66,261010000000067.0,京都市北区,6700006700.0,上賀茂烏帽子ケ垣内町,4,4,-,4,4,-,1,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,2,1,-,-,1,-,50,15,35,50,15,35,-,50,50,-,3,-,-,-,-,4,-,-,-,-,-,43,-,-,-,-,7,6,-,-,37,2,2,-,-,-,7,7,-,-,-
67,261010000000068.0,京都市北区,6800006800.0,上賀茂大柳町,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,4,-,4,4,-,-,4,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,1,1,-,-,-,4,4,-,-,-
68,261010000000069.0,京都市北区,6900006900.0,上賀茂岡本口町,7,7,-,7,7,-,-,-,-,-,-,1,-,2,-,1,1,-,1,-,1,-,5,2,-,-,-,-,27,13,14,27,13,14,-,27,27,-,-,-,-,-,-,9,-,9,-,1,2,-,2,-,4,-,11,16,-,-,-,7,5,2,2,-,27,11,16,16,-
69,261010000000070.0,京都市北区,7000007000.0,上賀茂岡本町,14,14,-,14,14,-,3,2,-,-,-,2,-,2,1,2,-,-,1,-,1,-,8,2,1,1,2,-,145,58,87,145,58,87,-,145,145,-,23,5,-,-,-,7,-,2,8,46,-,-,53,-,1,-,12,13,13,21,86,14,2,12,11,1,145,18,127,126,1
70,261010000000071.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,261010000000072.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,261010000000073.0,京都市北区,7300007300.0,上賀茂北大路町,5,5,-,5,5,-,-,-,-,-,-,1,-,-,3,-,1,-,-,-,-,-,5,-,-,-,-,-,14,8,6,14,8,6,-,14,14,-,-,-,-,-,-,4,-,-,7,-,3,-,-,-,-,-,14,-,-,-,-,5,3,2,2,-,14,9,5,5,-
73,261010000000074.0,京都市北区,7400007400.0,上賀茂北ノ原町,1,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,11,9,2,11,9,2,-,11,11,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,1,-,1,1,-,11,-,11,11,-
74,261010000000075.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,261010000000076.0,京都市北区,7600007600.0,上賀茂ケシ山,11,11,-,11,11,-,-,1,-,-,-,3,-,-,-,2,-,-,5,-,-,-,2,2,2,2,3,-,678,253,425,678,253,425,-,678,678,-,-,23,-,-,-,16,-,-,-,41,-,-,598,-,-,-,6,13,22,52,585,11,-,11,7,4,678,-,678,139,539
76,261010000000077.0,京都市北区,7700007700.0,上賀茂神山,14,14,-,14,14,-,4,2,-,1,-,1,-,-,-,4,-,-,1,-,1,-,8,4,1,-,-,1,62,36,26,62,36,26,-,62,62,-,13,13,-,2,-,2,-,-,-,23,-,-,7,-,2,-,19,31,12,-,-,14,3,11,8,3,62,10,52,43,9
77,261010000000078.0,京都市北区,7800007800.0,上賀茂榊田町,19,19,-,19,19,-,1,-,-,-,-,5,-,5,1,2,2,-,1,-,2,-,13,3,-,3,-,-,115,55,60,115,55,60,-,115,115,-,1,-,-,-,-,58,-,28,1,5,9,-,6,-,7,-,20,18,-,77,-,19,11,8,6,2,115,70,45,38,7
78,261010000000079.0,京都市北区,7900007900.0,上賀茂坂口町,4,4,-,4,4,-,-,1,-,-,-,-,-,1,1,1,-,-,-,-,-,-,4,-,-,-,-,-,10,5,5,10,5,5,-,10,10,-,-,3,-,-,-,-,-,3,2,2,-,-,-,-,-,-,10,-,-,-,-,4,2,2,2,-,10,5,5,5,-
79,261010000000080.0,京都市北区,8000008000.0,上賀茂桜井町,55,55,-,55,55,-,2,-,-,1,-,20,-,7,4,8,5,4,3,-,1,-,32,14,6,2,1,-,316,175,141,316,175,141,-,316,316,-,5,-,-,2,-,130,-,12,16,87,17,31,14,-,2,-,74,87,76,46,33,55,19,36,35,1,316,64,252,243,9
80,261010000000081.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,261010000000082.0,京都市北区,8200008200.0,上賀茂菖蒲園町,24,24,-,24,24,-,2,-,-,-,-,2,-,9,-,7,1,-,2,-,1,-,20,4,-,-,-,-,70,27,43,70,27,43,-,70,70,-,6,-,-,-,-,5,-,17,-,26,7,-,7,-,2,-,45,25,-,-,-,24,17,7,6,1,70,43,27,25,2
82,261010000000083.0,京都市北区,8300008300.0,上賀茂十三石山,2,2,-,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,12,11,1,12,11,1,-,12,12,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,12,-,-,-,2,-,2,2,-,12,-,12,12,-
83,261010000000084.0,京都市北区,8400008400.0,上賀茂蝉ケ垣内町,9,9,-,9,9,-,-,2,-,-,1,1,-,1,1,-,2,-,1,-,-,-,7,2,-,-,-,-,31,10,21,31,10,21,-,31,31,-,-,6,-,-,1,7,-,3,2,-,3,-,9,-,-,-,15,16,-,-,-,9,6,3,2,1,31,16,15,6,9
84,261010000000085.0,京都市北区,8500008500.0,上賀茂高縄手町,24,24,-,24,24,-,2,-,-,-,-,12,-,2,2,2,1,-,2,-,1,-,22,1,1,-,-,-,66,26,40,66,26,40,-,66,66,-,6,-,-,-,-,22,-,3,3,19,3,-,9,-,1,-,45,5,16,-,-,24,12,12,12,-,66,22,44,44,-
85,261010000000086.0,京都市北区,8600008600.0,上賀茂竹ケ鼻町,5,5,-,5,5,-,1,-,-,-,-,-,-,3,-,-,1,-,-,-,-,-,3,2,-,-,-,-,14,6,8,14,6,8,-,14,14,-,5,-,-,-,-,-,-,7,-,-,2,-,-,-,-,-,4,10,-,-,-,5,2,3,3,-,14,3,11,11,-
86,261010000000087.0,京都市北区,8700008700.0,上賀茂土門町,12,12,-,12,12,-,1,-,-,-,1,3,-,4,-,2,1,-,-,-,-,-,11,1,-,-,-,-,33,17,16,33,17,16,-,33,33,-,1,-,-,-,1,12,-,14,-,4,1,-,-,-,-,-,25,8,-,-,-,12,6,6,6,-,33,14,19,19,-
87,261010000000088.0,京都市北区,8800008800.0,上賀茂津ノ国町,5,5,-,5,5,-,2,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,5,-,-,-,-,-,10,7,3,10,7,3,-,10,10,-,3,-,-,-,-,4,-,-,-,1,2,-,-,-,-,-,10,-,-,-,-,5,2,3,1,2,10,6,4,1,3
88,261010000000089.0,京都市北区,8900008900.0,上賀茂豊田町,15,15,-,15,15,-,2,-,-,-,-,2,-,1,2,6,1,1,-,-,-,-,11,4,-,-,-,-,55,27,28,55,27,28,-,55,55,-,11,-,-,-,-,10,-,2,7,13,9,3,-,-,-,-,23,32,-,-,-,15,12,3,3,-,55,29,26,26,-
89,261010000000090.0,京都市北区,9000009000.0,上賀茂中大路町,9,9,-,9,9,-,-,1,-,-,2,1,-,2,-,-,2,-,1,-,-,-,8,1,-,-,-,-,27,16,11,27,16,11,-,27,27,-,-,2,-,-,9,3,-,3,-,-,6,-,4,-,-,-,20,7,-,-,-,9,6,3,3,-,27,14,13,13,-
90,261010000000091.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,261010000000092.0,京都市北区,9200009200.0,上賀茂中ノ河原町,6,6,-,6,6,-,3,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,4,-,1,-,1,-,94,42,52,94,42,52,-,94,94,-,16,-,-,-,-,-,-,-,-,2,-,-,76,-,-,-,10,-,11,-,73,6,1,5,2,3,94,2,92,14,78
92,261010000000093.0,京都市北区,9300009300.0,上賀茂中ノ坂町,5,5,-,5,5,-,1,1,-,-,-,-,-,1,1,-,-,-,1,-,-,-,3,2,-,-,-,-,15,11,4,15,11,4,-,15,15,-,5,2,-,-,-,-,-,1,1,-,-,-,6,-,-,-,4,11,-,-,-,5,2,3,2,1,15,6,9,3,6
93,261010000000094.0,京都市北区,9400009400.0,上賀茂中山町,2,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,11,5,6,11,5,6,9,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,9,-,-,-,2,1,1,-,1,11,2,9,-,9
94,261010000000095.0,京都市北区,9500009500.0,上賀茂二軒家町,5,5,-,5,5,-,-,-,-,-,-,1,-,1,-,1,1,-,-,1,-,-,4,-,-,-,1,-,57,43,14,57,43,14,-,57,57,-,-,-,-,-,-,4,-,2,-,3,4,-,-,44,-,-,13,-,-,-,44,5,3,2,1,1,57,9,48,4,44
95,261010000000096.0,京都市北区,9600009600.0,上賀茂西上之段町,5,5,-,5,5,-,-,1,-,-,-,1,-,-,-,-,-,1,2,-,-,-,2,1,1,1,-,-,52,18,34,52,18,34,-,52,52,-,-,2,-,-,-,14,-,-,-,-,-,2,34,-,-,-,4,7,14,27,-,5,2,3,1,2,52,4,48,14,34
96,261010000000097.0,京都市北区,9700009700.0,上賀茂西河原町,3,3,-,3,3,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,1,-,-,1,1,-,431,417,14,431,417,14,-,431,431,-,-,-,-,-,399,-,-,-,-,-,29,-,-,-,3,-,3,-,-,29,399,3,-,3,2,1,431,-,431,428,3
97,261010000000098.0,京都市北区,9800009800.0,上賀茂西後藤町,2,2,-,2,2,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,3,2,1,3,2,1,-,3,3,-,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,3,-,-,-,-,2,2,-,-,-,3,3,-,-,-
98,261010000000099.0,京都市北区,9900009900.0,上賀茂狭間町,5,5,-,5,5,-,1,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,5,-,-,-,-,-,16,9,7,16,9,7,-,16,16,-,3,5,-,-,-,4,-,4,-,-,-,-,-,-,-,-,16,-,-,-,-,5,4,1,1,-,16,12,4,4,-
99,261010000000100.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,261010000000101.0,京都市北区,10100010100.0,上賀茂東上之段町,5,5,-,5,5,-,-,-,-,-,-,2,-,1,-,1,-,-,1,-,-,-,4,-,-,1,-,-,36,5,31,36,5,31,-,36,36,-,-,-,-,-,-,4,-,2,-,2,-,-,28,-,-,-,8,-,-,28,-,5,2,3,2,1,36,4,32,4,28
101,261010000000102.0,京都市北区,10200010200.0,上賀茂東後藤町,5,5,-,5,5,-,1,1,-,-,-,1,-,-,-,-,1,1,-,-,-,-,4,1,-,-,-,-,10,7,3,10,7,3,-,10,10,-,5,1,-,-,-,2,-,-,-,-,1,1,-,-,-,-,5,5,-,-,-,5,3,2,2,-,10,4,6,6,-
102,261010000000103.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,261010000000104.0,京都市北区,10400010400.0,上賀茂藤ノ木町,15,14,-,15,14,-,1,-,-,-,-,3,-,1,1,1,2,-,3,1,1,1,8,4,2,1,-,-,100,38,62,93,32,61,-,100,93,-,3,-,-,-,-,20,-,3,2,7,5,-,20,5,28,7,19,24,29,28,-,14,7,7,5,2,93,50,43,14,29
104,261010000000105.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,261010000000106.0,京都市北区,10600010600.0,上賀茂前田町,5,5,-,5,5,-,1,2,-,-,-,-,-,-,-,1,-,-,-,-,1,-,2,1,1,-,1,-,87,80,7,87,80,7,-,87,87,-,10,8,-,-,-,-,-,-,-,2,-,-,-,-,67,-,4,6,10,-,67,4,3,1,1,-,20,14,6,6,-
106,261010000000107.0,京都市北区,10700010700.0,上賀茂松本町,21,21,-,21,21,-,-,1,-,-,-,9,-,1,-,3,1,1,5,-,-,-,13,5,2,-,1,-,129,29,100,129,29,100,-,129,129,-,-,4,-,-,-,38,-,2,-,11,1,6,67,-,-,-,29,34,25,-,41,21,13,8,7,1,129,56,73,32,41
107,261010000000108.0,京都市北区,10800010800.0,上賀茂御薗口町,26,26,-,26,26,-,1,1,-,-,-,7,-,7,-,5,3,1,-,-,1,-,19,5,2,-,-,-,98,48,50,98,48,50,-,98,98,-,2,3,-,-,-,43,-,15,-,16,5,8,-,-,6,-,40,33,25,-,-,26,18,8,8,-,98,48,50,50,-
108,261010000000109.0,京都市北区,10900010900.0,上賀茂深泥池町,8,8,-,8,8,-,1,-,-,-,-,2,-,1,-,-,2,1,-,-,1,-,7,1,-,-,-,-,20,15,5,20,15,5,-,20,20,-,7,-,-,-,-,4,-,2,-,-,4,2,-,-,1,-,13,7,-,-,-,8,4,4,3,1,20,8,12,11,1
109,261010000000110.0,京都市北区,11000011000.0,上賀茂南大路町,18,18,-,18,18,-,2,4,-,-,-,2,-,7,1,1,-,-,1,-,-,-,15,2,-,1,-,-,67,35,32,67,35,32,-,67,67,-,3,13,-,-,-,5,-,10,2,26,-,-,8,-,-,-,28,13,-,26,-,18,11,7,6,1,67,26,41,33,8
110,261010000000111.0,京都市北区,11100011100.0,上賀茂向梅町,4,4,-,4,4,-,-,-,-,-,-,-,-,3,-,-,-,-,1,-,-,-,4,-,-,-,-,-,8,5,3,8,5,3,-,8,8,-,-,-,-,-,-,-,-,7,-,-,-,-,1,-,-,-,8,-,-,-,-,4,4,-,-,-,8,8,-,-,-
111,261010000000112.0,京都市北区,11200011200.0,上賀茂向縄手町,21,21,-,21,21,-,-,4,-,-,-,8,-,2,-,2,2,1,1,1,-,-,11,4,4,-,2,-,183,80,103,183,80,103,-,183,183,-,-,64,-,-,-,88,-,3,-,4,3,2,8,11,-,-,23,26,51,-,83,21,11,10,9,1,183,48,135,124,11
112,261010000000113.0,京都市北区,11300011300.0,上賀茂女夫岩町,5,5,-,5,5,-,-,2,-,-,-,-,-,1,-,1,-,1,-,-,-,-,3,1,-,-,1,-,55,17,38,55,17,38,-,55,55,-,-,4,-,-,-,-,-,1,-,8,-,42,-,-,-,-,5,8,-,-,42,4,1,3,2,1,13,1,12,11,1
113,261010000000114.0,京都市北区,11400011400.0,上賀茂本山,38,37,-,38,37,-,-,-,-,-,-,6,2,1,3,8,4,4,-,-,9,1,12,11,8,2,4,1,1815,1037,778,1808,1030,778,-,1815,1808,-,-,-,-,-,-,71,4,3,147,88,103,1317,-,-,75,7,26,80,111,46,1552,37,2,34,23,11,1808,5,1802,294,1508
114,261010000000115.0,京都市北区,11500011500.0,上賀茂藪田町,16,16,-,16,16,-,3,1,-,-,-,4,-,2,1,2,1,1,-,-,1,-,10,3,2,1,-,-,84,40,44,84,40,44,-,84,84,-,24,2,-,-,-,13,-,5,2,23,1,2,-,-,12,-,22,15,26,21,-,16,8,8,8,-,84,21,63,63,-
115,261010000000116.0,京都市北区,11600011600.0,上賀茂山本町,10,10,-,10,10,-,-,1,-,-,-,2,-,3,-,2,-,-,1,-,1,-,6,3,1,-,-,-,48,16,32,48,16,32,-,48,48,-,-,17,-,-,-,4,-,3,-,13,-,-,8,-,3,-,10,21,17,-,-,10,5,4,3,1,48,13,32,24,8
116,261010000000117.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,261010000000118.0,京都市北区,11800011800.0,上御霊上江町,17,17,-,17,17,-,1,-,-,-,-,6,-,1,2,2,2,-,1,-,2,-,11,4,1,1,-,-,80,44,36,80,44,36,-,80,80,-,1,-,-,-,-,24,-,1,7,14,9,-,20,-,4,-,25,25,10,20,-,17,9,8,6,2,80,30,50,29,21
118,261010000000119.0,京都市北区,11900011900.0,上清蔵口町,6,6,-,6,6,-,1,-,-,-,-,2,-,-,-,1,2,-,-,-,-,-,6,-,-,-,-,-,8,4,4,8,4,4,-,8,8,-,1,-,-,-,-,2,-,-,-,2,3,-,-,-,-,-,8,-,-,-,-,6,5,1,1,-,8,7,1,1,-
119,261010000000120.0,京都市北区,12000012000.0,北野上白梅町,50,50,-,50,50,-,2,-,-,1,-,6,1,4,-,16,8,3,8,-,1,-,20,9,11,6,4,-,630,329,301,630,329,301,-,630,630,-,18,-,-,2,-,59,18,5,-,250,134,70,73,-,1,-,39,62,150,152,227,50,20,30,25,5,630,149,481,416,65
120,261010000000121.0,京都市北区,12100012100.0,北野紅梅町,8,8,-,8,8,-,-,-,-,2,-,1,1,1,-,2,-,-,-,-,1,-,2,1,1,2,2,-,149,64,85,149,64,85,-,149,149,-,-,-,-,21,-,13,2,41,-,37,-,-,-,-,35,-,3,9,13,48,76,8,1,7,6,1,149,9,140,105,35
121,261010000000122.0,京都市北区,12200012200.0,北野下白梅町,60,60,-,60,60,-,1,2,-,-,-,22,3,3,5,11,6,4,3,-,-,-,26,16,8,6,4,-,813,317,496,813,317,496,-,813,813,-,2,4,-,-,-,452,48,7,30,104,43,99,24,-,-,-,63,110,115,136,389,60,21,39,38,1,813,102,711,703,8
122,261010000000123.0,京都市北区,12300012300.0,北野西白梅町,23,23,-,23,23,-,4,2,-,-,-,4,1,2,-,3,4,-,3,-,-,-,15,4,4,-,-,-,109,59,50,109,59,50,-,109,109,-,13,23,-,-,-,19,8,10,-,20,5,-,11,-,-,-,35,27,47,-,-,23,12,11,9,2,109,41,68,62,6
123,261010000000124.0,京都市北区,12400012400.0,北野東紅梅町,7,7,-,7,7,-,-,-,-,-,-,1,-,3,-,1,-,1,1,-,-,-,5,-,1,-,1,-,222,57,165,222,57,165,-,222,222,-,-,-,-,-,-,3,-,4,-,18,-,1,196,-,-,-,8,-,18,-,196,7,2,5,4,1,222,3,219,23,196
124,261010000000125.0,京都市北区,12500012500.0,衣笠赤阪町,9,9,-,9,9,-,1,3,-,-,-,-,-,-,-,1,-,-,1,-,3,-,5,3,-,1,-,-,55,13,42,55,13,42,-,55,55,-,6,12,-,-,-,-,-,-,-,5,-,-,29,-,3,-,8,18,-,29,-,9,-,9,4,5,55,-,55,21,34
125,261010000000126.0,京都市北区,12600012600.0,衣笠荒見町,20,20,-,20,20,-,1,8,-,-,-,8,-,1,-,-,1,-,1,-,-,-,16,4,-,-,-,-,50,28,22,50,28,22,-,50,50,-,1,29,-,-,-,14,-,3,-,-,2,-,1,-,-,-,25,25,-,-,-,20,11,9,7,2,50,13,37,29,8
126,261010000000127.0,京都市北区,12700012700.0,衣笠大祓町,10,10,-,10,10,-,-,1,-,-,-,3,-,1,-,1,2,-,1,-,1,-,6,1,1,1,1,-,193,92,101,193,92,101,-,193,193,-,-,1,-,-,-,11,-,1,-,138,15,-,3,-,24,-,11,8,12,24,138,10,4,6,5,1,193,9,184,160,24
127,261010000000128.0,京都市北区,12800012800.0,衣笠鏡石町,10,10,-,10,10,-,1,4,-,-,-,2,-,-,1,-,-,-,-,-,2,-,7,2,-,-,1,-,138,106,32,138,106,32,-,138,138,-,3,128,-,-,-,4,-,-,1,-,-,-,-,-,2,-,12,13,-,-,113,10,4,6,5,1,138,11,127,126,1
128,261010000000129.0,京都市北区,12900012900.0,衣笠街道町,22,22,-,22,22,-,-,-,-,-,-,5,-,9,-,4,2,-,1,-,1,-,21,1,-,-,-,-,52,23,29,52,23,29,-,52,52,-,-,-,-,-,-,9,-,18,-,14,7,-,2,-,2,-,44,8,-,-,-,22,16,6,5,1,52,33,19,17,2
